case_name,state,date_filed,issue,status,link
"Georgia Association of Latino Elected Officials v. Gwinnett County Board of Registration and Elections, No. 1:20-cv-01587 (N.D. Ga.), 2020 WL 2505535",Georgia,04/14/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=33
"Garbett v. Herbert, No. 2:20-cv-00245 (D. Utah), 2020 WL 2064101",Utah,04/13/2020,04/22/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=134
"Bray v. Griswold, No. 20CV195 (Colo. Dist. Ct., Denver Cnty.)",Colorado,04/13/2020,"On April 22, 2020, voters sued Secretary of Commonwealth and Director of the Bureau of Election Services and Notaries on grounds that PA’s current vote by mail process violated the Free and Equal Elections, Due Process and Equal Protection Clauses of the PA constitution. Plaintiffs sought declaratory and injunctive relief, including a preliminary injunction as to the June 2 primary election. The request for the preliminary injunction was denied on May 28 and the appeal was dismissed on June 4 by PA Supreme Court as moot, since the primary election had already occurred on June 2.
 Plaintiff’s argued PA’s current vote by mail process violated PA constitution because it did not require the State to (1) provide prepaid postage for all absentee and mail-in ballots; (2) establish emergency procedures to ensure that ballots delivered after 8 pm on election day due to mail service delays or disruptions are counted, to the extent otherwise eligible to be counted; (3) allow voters to designate a third party to assist them in collecting and submitting absentee or mail-in ballots and ensure that all such ballots would be counted if otherwise eligible; or (4) provide uniform guidance and training to election officials involved in verifying mail ballots and implement procedures to ensure that voters receive reasonable notice and an opportunity to cure signature-related defects on absentee or mail-in ballots before any ballot was rejected. 
 On June 17, the case was transferred to the Supreme Court of Pennsylvania after the defendant’s objections to the commonwealth court's jurisdiction over the case. The case is ongoing.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=167
"Black Voters Matter Fund v. Raffensperger, No. 1:20-cv-01489 (N.D. Ga.), 2020 WL 2079240",Georgia,04/08/2020,,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=32
"Goldstein v. Secretary, No. SJC-12931 (Mass. Sup. Jud. Ct.)",Massachusetts,04/08/2020,04/22/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=50
"Morgan v. White, No. 1:20-cv-02189 (N.D. Ill.), 2020 WL 2526484",Illinois,04/07/2020,"Crossey v. Boockvar, No. 32-MAP-2020 (Penn. Sup. Ct.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=41
"Morgan v. White, No. 1:20-cv-02189 (N.D. Ill.), 2020 WL 2526484",Illinois,04/07/2020,"The Committee for the Illinois Democracy Amendment, an Illinois ballot initiative advocacy organization seeks injunctive relief requiring state and local officials to accept online signatures to authorize the addition of ballot referenda in light of public health measures adopted in response to COVID-19. Claims include 42 U.S.C. § 1983 and state law. The complaint alleged that requiring the collection of in-person signatures to authorize ballot referenda during the COVID-19 public health emergency violated the plaintiffs' First and Fourteenth Amendment rights. They sought declaratory judgment and both temporary and permanent injunctive relief. Named defendants include a group of state and local officials and members of the Illinois Board of Elections. The plaintiffs requested an injunction requiring defendants to create an online forum for signing ballot referenda petitions. They also requested that the number of signatures required for the addition of ballot referenda under Article XIV and Article VII of the Illinois Constitution be reduced by 50%.
 Procedural Posture: 
 Defendants opposed plaintiffs' motion for a preliminary injunction on April 15, 2020. After a status hearing on April 17, the court denied the plaintiffs motion for preliminary injunction.
 The plaintiffs filed an amended complaint on April 27, 2020, to which the defendants replied with a motion to dismiss for failure to state a claim and lack of jurisdiction on May 11, 2020.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=41
"Seventh Congressional District Republican Committee v. Virginia Department of Elections, No. CL20001640-00 (Va. Cir. Ct., Richmond City)",Virginia,04/07/2020,,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=141
"New Approach Montana v. Montana, No. XBDV-2020-444 (Mont. Dist. Ct., Lewis & Clark Cnty.)",Montana,04/06/2020,04/07/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=71
"Wisconsin Legislature v. Evers, No. 2020AP000608 – OA (Wis. S. Ct.)",Wisconsin,04/06/2020,"Morgan v. White, No. 20-1801 (7th Cir.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=148
"Libertarian Party of Connecticut v. Merrill, No. 3:20-cv-00467 (D. Conn.), 2020 WL 3526922",Connecticut,04/04/2020,"In Virginia, each qualified party decides for itself whether to use a primary or a convention to nominate for any particular partisan office. On April 15, a state trial court judge granted an injunction against the state law that says conventions must take place no later than June 9. The Seventh Congressional District Republican Committee had filed the lawsuit, saying it needs more time to hold its convention. The decision was made by Judge Bradley Cavedo of the 13th judicial circuit in Richmond.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=152
"Puliafito v. Board of Elections in the City of New York, Nos. 100432-2020, 100433-2020, 100435-2020, 100436-2020 (N.Y. Sup. Ct., N.Y. Cnty.)",New York,04/03/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=88
"Democratic National Committee v. Bostelmann, sub nom., RNC v. DNC, No. 19A1016 (S. Ct.); consolidated w/ Lewis v. Knudson, No. 3:20-cv-00284; Gear v. Knudson, No. 3:20-cv-00278, 140 S.Ct. 1205",Wisconsin,04/03/2020,04/07/2020: Complaint,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=144
"Taylor v. Milwaukee Elections Commission, No. No. 20-cv-00545 (E.D. Wis.), 2020 WL 1695454",Wisconsin,04/03/2020,"The Montana Constitution permits citizens to enact laws by initiative, but sets forth requirements for collecting and submitting signatures. New Approach Montana alleges emergency circumstances relating to the coronavirus pandemic nullifies its ability to gather the signatures required to qualify two initiatives for the 2020 ballot. New Approach Montana filed this lawsuit seeking temporary authority to obtain electronic signatures in support of their petition to place a Constitutional Initiative and Statutory Initiative on the 2020 ballet, and suspension of enforcement of certain statutory requirements and deadlines governing the initiative process.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=147
"Arizonans for Fair Elections v. Hobbs, No. 2:20-cv-00658 (D. Ariz.), 2020 WL 1905747",Arizona,04/02/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=7
"Arizonans for Fair Elections v. Hobbs, No. 20-15719 (9th Cir.)",Arizona,04/02/2020,04/06/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=7
"Arizonans for Second Chances Rehabilitation & Safety et al. v. Hobbs, No. CV-20-0098-SA (Ariz. S. Ct.)",Arizona,04/02/2020,"The Wisconsin state legislature filed this lawsuit against Tony Evers in his official capacity as the Governor of Wisconsin in the Wisconsin Supreme Court as an original action. Plaintiffs sought a temporary injunction against the governor's Executive Order suspending in-person voting from the statutorily mandated date of 4/7/20 to 6/9/20. Plaintiffs argued that the governor lacked both the constitutional and statutory authority to a) modify or suspend the statutes and b) set the time, place, and manner of elections.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=8
"Libertarian Party of Illinois v. Pritzker, No. 1:20-cv-02112 (N.D. Ill.), 2020 WL 1951687",Illinois,04/02/2020,,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=40
"Democratic National Committee v. Bostelmann, Nos. 20-1538, 20-1539, 20-1545, 20-1546 (7th Cir.); consolidated w/ Lewis v. Knudson, No. 3:20-cv-00284; Gear v. Knudson, No. 3:20-cv-00278, 2020 WL 3619499",Wisconsin,04/01/2020,04/06/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=144
"Esshaki v. Whitmer, No. 2:20-cv-10831 (E.D. Mich.), 2020 WL 1910154
2020 WL 1979126
2020 WL 2556754",Michigan,03/31/2020,Libertarian Party and Independent party of Connecticut challenged the State petition requirements for Ballot access for minor parties on the grounds that they create an undue burden on the parties and deprives voters of an effective choice of candidates. The ballot access requirements were modified during COVID-19 to reduce the burden so that petitions did not need to be signed in person and so that the number of signatures required was reduced.,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=53
"League of Women Vorters of Ohio v. LaRose, No. 2:20-cv-01638 (S.D. Ohio)",Ohio,03/31/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=100
"Wright v. Oklahoma, No. 5:20-cv-00287 (W.D. Okla.)",Oklahoma,03/31/2020,04/04/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=105
"di Genova-Chang v. Ducey, No.4:20-cv-00141 (D. Ariz.)",Arizona,03/31/2020,"Libertarian Party of Connecticut v. Merrill, No. 20-2179 (2nd Cir.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=164
"New Mexico ex rel. Riddle v. Oliver, No. S-1-SC-38228 (N.M. Sup. Ct.)",New Mexico,03/30/2020,"Seawright filed a petition designating her a candidate for the office of Member of the Assembly for the 76th District on the Democratic Party primary ballot. This petition required a cover sheet, which Seawright failed to file prior to the March 20 deadline. Seawright also filed a petition designating her a candidate for the same office on the Working Families Party primary ballot, which petition required the filing of a certificate of acceptance. Seawright failed to file the certificate of acceptance prior to the March 24 deadline. The Board of Elections invalidated both petitions. 
 
 Seawright commenced proceedings to validate the petitions. Puliafito, the Republican candidate for the same office, moved to intervene (which motion was granted). After a hearing, the NY Supreme Court granted Seawright's petition to validate her designating petitions. The Board of Elections and Puliafito appealed and the Appellate Division (First Department) unanimously affirmed the Supreme Court's decision; however, the Court of Appeals reversed the decision, denying Seawright's petitions to validate and granting Puliafito's petitions to invalidate (and resolved a departmental split as to whether the late filing of a portion of a designating petition (e.g., a cover sheet, a certificate of acceptance) constitutes a fatal defect that invalidates such a petition).",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=82
"Ohioans for Raising the Wage v. Larose, No. 20-CV-002381 (Ohio Ct. Common Pleas, Franklin Cnty.)",Ohio,03/30/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=101
"Walker v. Barnett, No. 4:20-cv-04059 (D.S.D.), 2020 WL 2543171",South Dakota,03/30/2020,05/08/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=178
